Starting calculations for AP-MoS2/MoS2
      Step     Time          Energy         fmax
BFGS:   68 14:09:39 -1905596.814250        0.0057
BFGS:   69 14:10:05 -1905596.814271        0.0039
BFGS:   70 14:10:31 -1905596.814290        0.0053
BFGS:   71 14:10:57 -1905596.814311        0.0072
BFGS:   72 14:11:24 -1905596.814335        0.0067
BFGS:   73 14:11:50 -1905596.814356        0.0042
BFGS:   74 14:12:16 -1905596.814373        0.0037
BFGS:   75 14:12:42 -1905596.814389        0.0049
BFGS:   76 14:13:08 -1905596.814407        0.0065
BFGS:   77 14:13:34 -1905596.814427        0.0056
BFGS:   78 14:14:00 -1905596.814443        0.0027
BFGS:   79 14:14:25 -1905596.814456        0.0029
BFGS:   80 14:14:51 -1905596.814469        0.0052
BFGS:   81 14:15:18 -1905596.814484        0.0060
BFGS:   82 14:15:44 -1905596.814499        0.0038
BFGS:   83 14:16:10 -1905596.814510        0.0022
BFGS:   84 14:16:36 -1905596.814519        0.0032
BFGS:   85 14:17:02 -1905596.814530        0.0050
BFGS:   86 14:17:27 -1905596.814541        0.0045
BFGS:   87 14:17:53 -1905596.814552        0.0027
BFGS:   88 14:18:19 -1905596.814559        0.0018
BFGS:   89 14:18:45 -1905596.814566        0.0030
BFGS:   90 14:19:11 -1905596.814574        0.0036
BFGS:   91 14:19:37 -1905596.814582        0.0034
BFGS:   92 14:20:02 -1905596.814588        0.0023
BFGS:   93 14:20:29 -1905596.814593        0.0018
BFGS:   94 14:20:55 -1905596.814599        0.0026
BFGS:   95 14:21:20 -1905596.814604        0.0035
BFGS:   96 14:21:47 -1905596.814609        0.0031
BFGS:   97 14:22:13 -1905596.814614        0.0015
BFGS:   98 14:22:39 -1905596.814617        0.0016
BFGS:   99 14:23:05 -1905596.814620        0.0024
BFGS:  100 14:23:31 -1905596.814624        0.0030
BFGS:  101 14:23:56 -1905596.814628        0.0022
BFGS:  102 14:24:22 -1905596.814630        0.0013
BFGS:  103 14:24:47 -1905596.814633        0.0012
BFGS:  104 14:25:12 -1905596.814635        0.0021
BFGS:  105 14:25:38 -1905596.814638        0.0020
BFGS:  106 14:26:04 -1905596.814640        0.0013
BFGS:  107 14:26:31 -1905596.814641        0.0010
38 38 186 78 108
Combined bilayer energy = -1905596.8146414668
Energy cost per unit length : 0.0887215997849229
Prev_energy - Current_energy = 0.0010331489762520907
      Step     Time          Energy         fmax
BFGS:    0 14:26:31 -1905596.814641        0.1697
BFGS:    1 14:26:54 -1905596.815981        0.1110
BFGS:    2 14:27:18 -1905596.817354        0.0414
BFGS:    3 14:27:43 -1905596.817746        0.0423
BFGS:    4 14:28:07 -1905596.819339        0.0588
BFGS:    5 14:28:32 -1905596.819955        0.0418
BFGS:    6 14:28:56 -1905596.820266        0.0197
BFGS:    7 14:29:21 -1905596.820442        0.0174
BFGS:    8 14:29:45 -1905596.820722        0.0289
BFGS:    9 14:30:09 -1905596.821010        0.0315
BFGS:   10 14:30:34 -1905596.821240        0.0170
BFGS:   11 14:30:59 -1905596.821379        0.0141
BFGS:   12 14:31:24 -1905596.821498        0.0136
BFGS:   13 14:31:49 -1905596.821629        0.0191
BFGS:   14 14:32:14 -1905596.821758        0.0195
BFGS:   15 14:32:39 -1905596.821859        0.0139
BFGS:   16 14:33:03 -1905596.821937        0.0111
BFGS:   17 14:33:28 -1905596.822014        0.0122
BFGS:   18 14:33:52 -1905596.822099        0.0166
BFGS:   19 14:34:17 -1905596.822179        0.0175
BFGS:   20 14:34:41 -1905596.822237        0.0106
BFGS:   21 14:35:06 -1905596.822280        0.0072
BFGS:   22 14:35:31 -1905596.822325        0.0080
BFGS:   23 14:35:56 -1905596.822379        0.0142
BFGS:   24 14:36:21 -1905596.822434        0.0137
BFGS:   25 14:36:46 -1905596.822477        0.0070
BFGS:   26 14:37:10 -1905596.822506        0.0049
BFGS:   27 14:37:34 -1905596.822533        0.0070
BFGS:   28 14:37:59 -1905596.822566        0.0098
BFGS:   29 14:38:23 -1905596.822600        0.0079
BFGS:   30 14:38:48 -1905596.822629        0.0051
BFGS:   31 14:39:11 -1905596.822651        0.0044
BFGS:   32 14:39:35 -1905596.822673        0.0071
BFGS:   33 14:40:00 -1905596.822699        0.0079
BFGS:   34 14:40:25 -1905596.822723        0.0066
BFGS:   35 14:40:49 -1905596.822742        0.0038
BFGS:   36 14:41:13 -1905596.822758        0.0053
BFGS:   37 14:41:37 -1905596.822776        0.0068
BFGS:   38 14:42:02 -1905596.822797        0.0078
BFGS:   39 14:42:28 -1905596.822816        0.0048
BFGS:   40 14:42:52 -1905596.822830        0.0027
BFGS:   41 14:43:16 -1905596.822841        0.0043
BFGS:   42 14:43:42 -1905596.822855        0.0063
BFGS:   43 14:44:07 -1905596.822869        0.0057
BFGS:   44 14:44:31 -1905596.822882        0.0029
BFGS:   45 14:44:55 -1905596.822891        0.0025
BFGS:   46 14:45:19 -1905596.822901        0.0042
BFGS:   47 14:45:44 -1905596.822911        0.0049
BFGS:   48 14:46:08 -1905596.822921        0.0042
BFGS:   49 14:46:33 -1905596.822929        0.0027
BFGS:   50 14:46:58 -1905596.822936        0.0026
BFGS:   51 14:47:22 -1905596.822943        0.0037
BFGS:   52 14:47:47 -1905596.822950        0.0039
BFGS:   53 14:48:11 -1905596.822957        0.0035
BFGS:   54 14:48:36 -1905596.822963        0.0016
BFGS:   55 14:49:00 -1905596.822968        0.0025
BFGS:   56 14:49:25 -1905596.822973        0.0026
BFGS:   57 14:49:49 -1905596.822978        0.0031
BFGS:   58 14:50:13 -1905596.822983        0.0020
BFGS:   59 14:50:38 -1905596.822986        0.0016
BFGS:   60 14:51:02 -1905596.822990        0.0018
BFGS:   61 14:51:26 -1905596.822994        0.0028
BFGS:   62 14:51:51 -1905596.822998        0.0023
BFGS:   63 14:52:15 -1905596.823001        0.0016
BFGS:   64 14:52:40 -1905596.823003        0.0011
BFGS:   65 14:53:04 -1905596.823006        0.0023
BFGS:   66 14:53:28 -1905596.823009        0.0026
BFGS:   67 14:53:53 -1905596.823012        0.0019
BFGS:   68 14:54:18 -1905596.823014        0.0012
BFGS:   69 14:54:42 -1905596.823016        0.0014
BFGS:   70 14:55:06 -1905596.823018        0.0022
BFGS:   71 14:55:31 -1905596.823020        0.0020
BFGS:   72 14:55:55 -1905596.823022        0.0015
BFGS:   73 14:56:19 -1905596.823024        0.0010
BFGS:   74 14:56:44 -1905596.823025        0.0013
BFGS:   75 14:57:08 -1905596.823027        0.0018
BFGS:   76 14:57:32 -1905596.823028        0.0017
BFGS:   77 14:57:56 -1905596.823030        0.0010
38 38 186 78 108
Combined bilayer energy = -1905596.8230297826
Energy cost per unit length : 0.0879616292909556
Prev_energy - Current_energy = 0.0007599704939672963
      Step     Time          Energy         fmax
BFGS:    0 14:57:57 -1905596.823030        0.1494
BFGS:    1 14:58:19 -1905596.824085        0.0979
BFGS:    2 14:58:43 -1905596.825156        0.0372
BFGS:    3 14:59:09 -1905596.825458        0.0380
BFGS:    4 14:59:34 -1905596.826722        0.0527
BFGS:    5 14:59:59 -1905596.827216        0.0381
BFGS:    6 15:00:25 -1905596.827467        0.0175
BFGS:    7 15:00:50 -1905596.827607        0.0152
BFGS:    8 15:01:15 -1905596.827833        0.0264
BFGS:    9 15:01:42 -1905596.828069        0.0293
BFGS:   10 15:02:07 -1905596.828258        0.0159
BFGS:   11 15:02:33 -1905596.828374        0.0120
BFGS:   12 15:02:58 -1905596.828475        0.0130
BFGS:   13 15:03:23 -1905596.828590        0.0186
BFGS:   14 15:03:48 -1905596.828705        0.0167
BFGS:   15 15:04:13 -1905596.828794        0.0128
BFGS:   16 15:04:40 -1905596.828863        0.0089
BFGS:   17 15:05:05 -1905596.828934        0.0132
BFGS:   18 15:05:30 -1905596.829017        0.0148
BFGS:   19 15:05:55 -1905596.829097        0.0172
BFGS:   20 15:06:21 -1905596.829156        0.0115
BFGS:   21 15:06:46 -1905596.829200        0.0075
BFGS:   22 15:07:12 -1905596.829246        0.0084
BFGS:   23 15:07:36 -1905596.829305        0.0149
BFGS:   24 15:08:01 -1905596.829368        0.0160
BFGS:   25 15:08:27 -1905596.829419        0.0092
BFGS:   26 15:08:53 -1905596.829456        0.0056
BFGS:   27 15:09:18 -1905596.829490        0.0081
BFGS:   28 15:09:44 -1905596.829533        0.0130
BFGS:   29 15:10:09 -1905596.829579        0.0116
BFGS:   30 15:10:34 -1905596.829621        0.0056
BFGS:   31 15:10:59 -1905596.829654        0.0058
BFGS:   32 15:11:24 -1905596.829688        0.0103
BFGS:   33 15:11:49 -1905596.829726        0.0121
BFGS:   34 15:12:14 -1905596.829764        0.0078
BFGS:   35 15:12:38 -1905596.829795        0.0050
BFGS:   36 15:13:04 -1905596.829822        0.0072
BFGS:   37 15:13:28 -1905596.829853        0.0116
BFGS:   38 15:13:52 -1905596.829890        0.0115
BFGS:   39 15:14:17 -1905596.829925        0.0061
BFGS:   40 15:14:41 -1905596.829953        0.0048
BFGS:   41 15:15:05 -1905596.829977        0.0073
BFGS:   42 15:15:30 -1905596.830005        0.0101
BFGS:   43 15:15:54 -1905596.830037        0.0085
BFGS:   44 15:16:19 -1905596.830067        0.0046
BFGS:   45 15:16:44 -1905596.830092        0.0043
BFGS:   46 15:17:09 -1905596.830116        0.0069
BFGS:   47 15:17:33 -1905596.830144        0.0079
BFGS:   48 15:17:58 -1905596.830174        0.0070
BFGS:   49 15:18:23 -1905596.830199        0.0055
BFGS:   50 15:18:48 -1905596.830221        0.0038
BFGS:   51 15:19:13 -1905596.830243        0.0057
BFGS:   52 15:19:37 -1905596.830270        0.0075
BFGS:   53 15:20:01 -1905596.830298        0.0074
BFGS:   54 15:20:26 -1905596.830323        0.0050
BFGS:   55 15:20:51 -1905596.830345        0.0042
BFGS:   56 15:21:15 -1905596.830369        0.0050
BFGS:   57 15:21:40 -1905596.830395        0.0067
BFGS:   58 15:22:06 -1905596.830422        0.0061
BFGS:   59 15:22:31 -1905596.830444        0.0035
BFGS:   60 15:22:55 -1905596.830465        0.0036
BFGS:   61 15:23:19 -1905596.830488        0.0062
BFGS:   62 15:23:44 -1905596.830514        0.0074
BFGS:   63 15:24:08 -1905596.830540        0.0053
BFGS:   64 15:24:33 -1905596.830560        0.0034
BFGS:   65 15:24:57 -1905596.830577        0.0042
BFGS:   66 15:25:21 -1905596.830597        0.0070
BFGS:   67 15:25:46 -1905596.830620        0.0068
BFGS:   68 15:26:11 -1905596.830642        0.0050
BFGS:   69 15:26:36 -1905596.830659        0.0036
BFGS:   70 15:27:01 -1905596.830675        0.0050
BFGS:   71 15:27:27 -1905596.830692        0.0065
BFGS:   72 15:27:52 -1905596.830711        0.0058
BFGS:   73 15:28:16 -1905596.830727        0.0034
BFGS:   74 15:28:41 -1905596.830740        0.0032
BFGS:   75 15:29:04 -1905596.830753        0.0045
BFGS:   76 15:29:29 -1905596.830768        0.0057
BFGS:   77 15:29:53 -1905596.830783        0.0046
BFGS:   78 15:30:18 -1905596.830795        0.0022
BFGS:   79 15:30:43 -1905596.830804        0.0024
BFGS:   80 15:31:07 -1905596.830815        0.0047
BFGS:   81 15:31:32 -1905596.830826        0.0051
BFGS:   82 15:31:56 -1905596.830837        0.0029
BFGS:   83 15:32:21 -1905596.830845        0.0019
BFGS:   84 15:32:45 -1905596.830852        0.0030
BFGS:   85 15:33:10 -1905596.830859        0.0043
BFGS:   86 15:33:34 -1905596.830868        0.0036
BFGS:   87 15:33:59 -1905596.830875        0.0022
BFGS:   88 15:34:23 -1905596.830880        0.0016
BFGS:   89 15:34:47 -1905596.830885        0.0027
BFGS:   90 15:35:11 -1905596.830891        0.0031
BFGS:   91 15:35:35 -1905596.830896        0.0029
BFGS:   92 15:35:59 -1905596.830901        0.0019
BFGS:   93 15:36:23 -1905596.830904        0.0015
BFGS:   94 15:36:48 -1905596.830908        0.0023
BFGS:   95 15:37:12 -1905596.830912        0.0029
BFGS:   96 15:37:38 -1905596.830916        0.0025
