LAMMPS data file via write_data, version 28 Mar 2023, timestep = 46, units = metal

114 atoms
2 atom types

0 14.481741997148683 xlo xhi
0 12.54155646058275 ylo yhi
0 30 zlo zhi
-7.240870998574339 0 0 xy xz yz

Masses

1 95.95
2 78.971

Atoms # atomic

26 1 -0.8294911887499166 1.859951425237073 6.711107298835396 1 0 0
28 1 -3.1221951471125284 7.136524755198551 6.683371824574436 1 0 0
29 1 -0.4470429504057565 5.158216240982872 6.689808408587307 1 0 0
30 1 2.223702811466877 3.171034053048356 6.702031209828796 1 0 0
31 1 -5.405575537278982 12.411708398169935 6.7129187479146175 1 0 0
32 1 -2.739637543303948 10.430921419374059 6.690001734684068 1 0 0
33 1 -0.07010947991960403 8.455468427767153 6.676047577570461 1 0 0
34 1 2.5994299739404747 6.472953685752448 6.682532872286026 1 0 0
35 1 0.3127625222289634 11.756526566932068 6.681499263657218 1 0 0
36 1 2.975473532660831 9.77823201992162 6.684673942350275 1 0 0
39 2 2.6567720173674996 1.9877271103280458 1.4682267544210492 0 0 0
55 2 -0.3901037678192987 3.290537010452193 1.4704531061539865 1 0 0
59 2 -3.8064735510812584 7.9232527735677465 1.4906943934438908 1 0 0
61 2 -0.7670672556258116 6.594911223567211 1.495791977841147 1 0 0
63 2 2.2795835030255307 5.2811253948610055 1.488286478168965 1 0 0
67 2 -4.191927423212796 11.23348676702932 1.4714675292278383 1 0 0
69 2 -1.144853195543173 9.907270200017331 1.4971158832841691 1 0 0
71 2 1.9095390860083175 8.57995244539585 1.4993260254954783 1 0 0
73 2 1.5253676753387158 11.878769652388312 1.4932651555762424 1 0 0
78 2 2.9791408812600326 1.4016871661426564 5.031764573584551 0 0 0
80 2 3.3646267622338204 4.702376669803935 5.012651330125331 0 0 0
96 2 -2.351967924422241 5.378033635326275 5.009896003859289 1 0 0
98 2 0.3212867531052248 3.388932049060862 5.029456636451842 1 0 0
102 2 -4.656759468611039 10.65317730552615 5.028645996761112 1 0 0
104 2 -1.98287203713521 8.674484876968757 5.003799151730232 1 0 0
106 2 0.696777431501912 6.690696908425016 5.003438303458706 1 0 0
108 2 -1.5978577108171885 11.97010304093155 5.01118498671408 1 0 0
110 2 1.0741228556996463 9.999799222864581 5.00052570027532 1 0 0
65 2 -7.2381119923641375 12.540673895092828 1.4566108466374355 1 0 0
20 1 4.889808870896534 1.1887815937130908 6.6941324622416145 0 0 0
21 1 5.268527203336662 4.490401372849089 6.6860733824336345 0 0 0
22 1 7.936047539498297 2.517310352678801 6.684516561765552 0 0 0
23 1 10.600918990705564 0.5430066271601007 6.695799567792482 0 0 0
24 1 8.31009436355657 5.815256487725444 6.6843456325690775 0 0 0
25 1 10.982965017422078 3.842993007173201 6.690976424324237 0 0 0
27 1 8.6865149718132 9.112075398173097 6.698556845050019 0 0 0
37 1 5.6398963550531125 7.792966769604874 6.6892035586434755 1 0 0
38 1 6.021581873419272 11.097966000555221 6.708143149809913 1 0 0
41 2 5.708131998560254 0.6705952007571008 1.4877744552205707 0 0 0
43 2 5.329587879474347 3.9673433656021078 1.4920885601885003 0 0 0
45 2 8.38030691682553 2.636282986861478 1.4944752785132243 0 0 0
47 2 11.432975363369952 1.3065765460246621 1.4742352949724136 0 0 0
49 2 4.963832147232895 7.26369417907609 1.4919375189444182 0 0 0
51 2 8.008836558970842 5.941162076494343 1.4952317436202935 0 0 0
53 2 11.04867040132252 4.608527891642423 1.4896987452040602 0 0 0
57 2 7.636277703248464 9.246185321637961 1.474941814490164 0 0 0
75 2 4.5859446551849326 10.557112567578807 1.4773914465838975 1 0 0
82 2 6.030469585128894 2.7266667348858795 5.007949146115598 0 0 0
84 2 8.702213273194305 0.7618318215588212 5.008229006398162 0 0 0
86 2 6.403339531584191 6.033816946598498 5.005233408190794 0 0 0
88 2 9.079920536126762 4.06007032035168 5.005030229590131 0 0 0
90 2 11.75528068501632 2.0847852884106284 5.02583326295566 0 0 0
